0	1.9382	-180
0.01001	1.93774	-179.57
0.02002	1.93635	-179.14
0.03003	1.93404	-178.71
0.04004	1.93081	-178.282
0.0500501	1.92667	-177.853
0.0600601	1.9216	-177.426
0.0700701	1.91564	-177
0.0800801	1.90876	-176.576
0.0900901	1.901	-176.153
0.1001	1.89234	-175.732
0.11011	1.88281	-175.312
0.12012	1.8724	-174.895
0.13013	1.86114	-174.48
0.14014	1.84902	-174.068
0.15015	1.83607	-173.658
0.16016	1.82228	-173.251
0.17017	1.80769	-172.847
0.18018	1.79229	-172.447
0.19019	1.77611	-172.05
0.2002	1.75916	-171.656
0.21021	1.74145	-171.265
0.22022	1.723	-170.879
0.23023	1.70382	-170.497
0.24024	1.68394	-170.118
0.25025	1.66336	-169.744
0.26026	1.64211	-169.374
0.27027	1.62021	-169.009
0.28028	1.59766	-168.648
0.29029	1.57449	-168.292
0.3003	1.55072	-167.941
0.31031	1.52637	-167.594
0.32032	1.50145	-167.253
0.33033	1.47599	-166.917
0.34034	1.45	-166.586
0.35035	1.42349	-166.26
0.36036	1.3965	-165.94
0.37037	1.36904	-165.625
0.38038	1.34113	-165.316
0.39039	1.31278	-165.012
0.4004	1.28402	-164.714
0.41041	1.25487	-164.422
0.42042	1.22534	-164.136
0.43043	1.19545	-163.855
0.44044	1.16522	-163.581
0.45045	1.13467	-163.312
0.46046	1.10381	-163.05
0.47047	1.07267	-162.793
0.48048	1.04125	-162.543
0.49049	1.00959	-162.298
0.500501	0.977691	-162.06
0.510511	0.945573	-161.828
0.520521	0.913252	-161.603
0.530531	0.880745	-161.383
0.540541	0.848067	-161.17
0.550551	0.815234	-160.963
0.560561	0.78226	-160.763
0.570571	0.74916	-160.568
0.580581	0.715947	-160.38
0.590591	0.682637	-160.199
0.600601	0.649243	-160.023
0.610611	0.615777	-159.855
0.620621	0.582252	-159.692
0.630631	0.548682	-159.536
0.640641	0.515077	-159.386
0.650651	0.48145	-159.243
0.660661	0.447811	-159.106
0.670671	0.414172	-158.975
0.680681	0.380542	-158.851
0.690691	0.346933	-158.733
0.700701	0.313354	-158.621
0.710711	0.279813	-158.516
0.720721	0.246321	-158.417
0.730731	0.212885	-158.325
0.740741	0.179514	-158.239
0.750751	0.146215	-158.159
0.760761	0.112996	-158.086
0.770771	0.0798642	-158.018
0.780781	0.0468256	-157.958
0.790791	0.0138868	-157.903
0.800801	-0.0189464	-157.855
0.810811	-0.0516685	-157.813
0.820821	-0.0842743	-157.778
0.830831	-0.116759	-157.749
0.840841	-0.149118	-157.726
0.850851	-0.181348	-157.709
0.860861	-0.213444	-157.698
0.870871	-0.245404	-157.694
0.880881	-0.277225	-157.696
0.890891	-0.308903	-157.705
0.900901	-0.340437	-157.719
0.910911	-0.371824	-157.74
0.920921	-0.403064	-157.767
0.930931	-0.434154	-157.8
0.940941	-0.465094	-157.84
0.950951	-0.495884	-157.885
0.960961	-0.526522	-157.937
0.970971	-0.557011	-157.995
0.980981	-0.587348	-158.059
0.990991	-0.617537	-158.13
1.001	-0.647577	-158.207
1.01101	-0.677471	-158.289
1.02102	-0.707219	-158.378
1.03103	-0.736825	-158.474
1.04104	-0.766291	-158.575
1.05105	-0.795619	-158.682
1.06106	-0.824812	-158.796
1.07107	-0.853875	-158.916
1.08108	-0.88281	-159.042
1.09109	-0.911623	-159.174
1.1011	-0.940317	-159.313
1.11111	-0.968897	-159.457
1.12112	-0.997369	-159.608
1.13113	-1.02574	-159.765
1.14114	-1.05401	-159.928
1.15115	-1.08219	-160.097
1.16116	-1.11028	-160.272
1.17117	-1.1383	-160.454
1.18118	-1.16624	-160.641
1.19119	-1.19413	-160.835
